"","W1","W2","W3","Count"
"57382","welt","in","den",3
"57383","der","finanzkrise","hatte",3
"57384","was","ihr","euch",3
"57385","nichts","was","die",3
"57386","jahre","alt","der",3
"57387","die","unterstützung","seiner",3
"57388","wird","nicht","wie",3
"57389","geld","aus","dem",3
"57390","gehalten","präsentierten","sich",3
"57391","so","noch","nicht",3
"57392","hours","indicator","fiel",3
"57393","indicator","fiel","um",3
"57394","dem","er","die",3
"57395","gegen","den","terrorismus",3
"57396","zieht","sich","ein",3
"57397","an","der","vorderachse",3
"57398","ein","bisschen","aber",3
"57399","50","dollar","je",3
"57400","einer","konferenz","in",3
"57401","hier","wird","ein",3
"57402","ein","jahrzehnt","lang",3
"57403","immer","noch","kalt",3
"57404","zweiten","mal","in",3
"57405","beim","0","0",3
"57406","und","des","internationalen",3
"57407","milliarden","euro","werden",3
"57408","um","10.30","uhr",3
"57409","zwei","minuten","später",3
"57410","das","nicht","man",3
"57411","im","jahr","davor",3
"57412","wissen","dass","wir",3
"57413","habe","noch","viele",3
"57414","der","bevölkerung","nicht",3
"57415","bei","den","nächsten",3
"57416","die","sanierung","des",3
"57417","zum","einen","dass",3
"57418","mittel","um","die",3
"57419","war","kurz","und",3
"57420","werden","aber","das",3
"57421","können","aber","die",3
"57422","gegen","die","demonstranten",3
"57423","auch","nicht","weit",3
"57424","es","weiter","die",3
"57425","dass","es","fast",3
"57426","geht","aus","dem",3
"57427","bei","der","familie",3
"57428","das","spiegel","online",3
"57429","spiegel","online","vorliegt",3
"57430","kultur","und","medien",3
"57431","bereits","im","märz",3
"57432","sich","für","uns",3
"57433","für","uns","beide",3
"57434","nach","den","guten",3
"57435","den","guten","erfahrungen",3
"57436","auch","beim","zweiten",3
"57437","in","der","von",3
"57438","mir","nicht","leicht",3
"57439","sie","in","dem",3
"57440","um","die","500",3
"57441","vom","verein","für",3
"57442","aber","noch","lange",3
"57443","ist","da","muss",3
"57444","in","der","auseinandersetzung",3
"57445","entwicklung","der","kinder",3
"57446","die","ablehnende","haltung",3
"57447","der","bundesregierung","zu",3
"57448","ganz","anders","in",3
"57449","am","1","januar",3
"57450","und","bitten","sie",3
"57451","in","deutschland","von",3
"57452","über","die","linke",3
"57453","im","winter","die",3
"57454","es","folgte","die",3
"57455","um","die","neuen",3
"57456","weit","genug","sie",3
"57457","ganz","anders","der",3
"57458","die","risiken","der",3
"57459","ich","so","oft",3
"57460","der","banken","in",3
"57461","banken","in","der",3
"57462","lange","vor","der",3
"57463","zum","markt","und",3
"57464","der","nutzer","die",3
"57465","man","so","früh",3
"57466","hat","er","nach",3
"57467","liegt","auch","die",3
"57468","mussten","sich","die",3
"57469","wie","sie","darauf",3
"57470","ist","kann","sich",3
"57471","als","zwei","milliarden",3
"57472","windparks","in","der",3
"57473","der","weg","frei",3
"57474","das","darf","ich",3
"57475","frei","für","eine",3
"57476","denn","er","hatte",3
"57477","damit","können","wir",3
"57478","bis","ins","ziel",3
"57479","auf","dem","lande",3
"57480","ich","werd","alt",3
"57481","würde","zu","einem",3
"57482","schon","seit","der",3
"57483","die","flut","an",3
"57484","der","frauen","im",3
"57485","seite","der","macht",3
"57486","zudem","ist","es",3
"57487","richtig","ist","dass",3
"57488","fleisch","und","wurst",3
"57489","danke","du","auch",3
"57490","und","dass","auch",3
"57491","dass","auch","das",3
"57492","sein","an","dem",3
"57493","mit","einer","halben",3
"57494","in","kürze","werden",3
"57495","in","den","27",3
"57496","stärker","als","die",3
"57497","in","der","hauptrolle",3
"57498","der","verteidiger","des",3
"57499","ich","bin","oder",3
"57500","seit","acht","jahren",3
"57501","anderen","weg","gehen",3
"57502","werde","es","eine",3
"57503","ergebnis","dass","ich",3
"57504","zum","jahr","2020",3
"57505","120","prozent","der",3
"57506","dass","die","investoren",3
"57507","habe","aber","keine",3
"57508","auf","50","prozent",3
"57509","50","prozent","des",3
"57510","ein","abschlag","von",3
"57511","am","mittwoch","und",3
"57512","die","gesellschaft","muss",3
"57513","genau","das","hat",3
"57514","unter","kontrolle","haben",3
"57515","sich","auch","bei",3
"57516","denn","in","einem",3
"57517","der","bund","das",3
"57518","will","der","konzern",3
"57519","an","die","schulen",3
"57520","mit","seinem","team",3
"57521","sie","weiter","auf",3
"57522","auf","seite","2",3
"57523","habe","aus","der",3
"57524","die","namen","mehrerer",3
"57525","von","der","kunst",3
"57526","sich","lediglich","um",3
"57527","eigentlich","sollte","ich",3
"57528","lafontaine","das","ist",3
"57529","verluste","in","höhe",3
"57530","und","dann","kommen",3
"57531","zahlungen","an","die",3
"57532","vielleicht","hilft","das",3
"57533","und","ihr","team",3
"57534","für","das","auge",3
"57535","die","rolle","von",3
"57536","auch","in","ihrem",3
"57537","alle","zwei","wochen",3
"57538","bei","der","konferenz",3
"57539","für","eine","partei",3
"57540","die","ganze","aufregung",3
"57541","von","seiner","frau",3
"57542","vor","dem","zusammenbruch",3
"57543","ereignisse","rund","um",3
"57544","wohl","nicht","nur",3
"57545","für","diesen","zweck",3
"57546","das","haus","bis",3
"57547","voraussetzungen","für","den",3
"57548","ausgehend","von","der",3
"57549","es","die","ersten",3
"57550","für","den","zeitraum",3
"57551","sehr","viel","zeit",3
"57552","in","anspruch","nahm",3
"57553","beteiligung","des","privaten",3
"57554","des","privaten","sektors",3
"57555","einem","zweiten","hilfspaket",3
"57556","die","schwerpunkte","des",3
"57557","in","nordafrika","und",3
"57558","und","der","arabischen",3
"57559","schulden","in","den",3
"57560","innerhalb","von","30",3
"57561","richtet","sich","nicht",3
"57562","sondern","auch","gegen",3
"57563","doch","nicht","dass",3
"57564","bis","zu","17",3
"57565","sich","nicht","selbst",3
"57566","ist","eine","starke",3
"57567","genug","in","der",3
"57568","in","die","sie",3
"57569","mit","dem","ausland",3
"57570","schön","auf","dem",3
"57571","mit","einer","hohen",3
"57572","kunden","aus","dem",3
"57573","dass","eine","solche",3
"57574","am","frühen","samstagmorgen",3
"57575","ergebnis","dass","es",3
"57576","freue","mich","das",3
"57577","von","ralf","rangnick",3
"57578","das","sich","selbst",3
"57579","am","2","märz",3
"57580","jahre","alte","mann",3
"57581","mehr","dazu","lesen",3
"57582","dazu","lesen","sie",3
"57583","bei","umsätzen","von",3
"57584","der","hersteller","von",3
"57585","bereinigten","gewinn","von",3
"57586","einer","übernahme","durch",3
"57587","um","4,4","prozent",3
"57588","4,4","prozent","auf",3
"57589","dollar","nachdem","die",3
"57590","auch","bei","vielen",3
"57591","seit","über","zehn",3
"57592","meiner","mutter","und",3
"57593","für","die","euro-zone",3
"57594","jetzt","wenn","es",3
"57595","da","ist","nichts",3
"57596","der","neu","gegründeten",3
"57597","jahr","lang","hat",3
"57598","ihn","von","der",3
"57599","stellen","sich","die",3
"57600","1","in","führung",3
"57601","auf","dem","planeten",3
"57602","auf","unterm","strich",3
"57603","ist","sagte","ein",3
"57604","passiert","und","wir",3
"57605","verdienste","um","den",3
"57606","ist","eine","neue",3
"57607","bekräftigte","dass","die",3
"57608","dass","die","bundesregierung",3
"57609","den","finanzmärkten","und",3
"57610","von","2,8","prozent",3
"57611","werden","an","diesem",3
"57612","fehle","es","an",3
"57613","da","aber","auch",3
"57614","mindestens","einmal","im",3
"57615","und","die","arbeitslosigkeit",3
"57616","bei","der","eroberung",3
"57617","der","situation","ist",3
"57618","in","großer","menge",3
"57619","ich","jetzt","gerne",3
"57620","mehr","hat","und",3
"57621","einschätzung","von","experten",3
"57622","sagt","aus","dass",3
"57623","wieder","unter","die",3
"57624","werden","was","das",3
"57625","selbst","wenn","in",3
"57626","zu","machen","wir",3
"57627","meine","eltern","hatten",3
"57628","die","balance","zwischen",3
"57629","einen","ganz","eigenen",3
"57630","das","geld","als",3
"57631","60","millionen","euro",3
"57632","die","schweiz","am",3
"57633","schweiz","am","freitag",3
"57634","vor","sie","hätten",3
"57635","kosten","und","nutzen",3
"57636","von","den","kindern",3
"57637","in","europa","für",3
"57638","bezahlt","werden","müssen",3
"57639","man","einigte","sich",3
"57640","die","rahmenbedingungen","für",3
"57641","rahmenbedingungen","für","die",3
"57642","an","den","pranger",3
"57643","die","leute","hier",3
"57644","wurde","am","freitag",3
"57645","am","freitag","bereits",3
"57646","die","staaten","ihre",3
"57647","und","deshalb","so",3
"57648","es","besser","zu",3
"57649","erneuerbare","energien","in",3
"57650","dass","das","wort",3
"57651","immer","stärker","in",3
"57652","noch","2","1",3
"57653","vor","der","ersten",3
"57654","teilte","am","montag",3
"57655","der","letzten","stunde",3
"57656","millionen","menschen","auf",3
"57657","seit","dem","ende",3
"57658","1","0","durch",3
"57659","man","sollte","meinen",3
"57660","der","aufsteiger","in",3
"57661","mit","dem","ausgleich",3
"57662","nur","den","pfosten",3
"57663","auf","basis","des",3
"57664","mal","nicht","was",3
"57665","nicht","nach","der",3
"57666","nicht","in","allen",3
"57667","alle","aus","der",3
"57668","der","in","dieser",3
"57669","einen","hinweis","auf",3
"57670","eher","an","einen",3
"57671","soll","das","heißen",3
"57672","eine","höhere","rendite",3
"57673","kann","sie","aber",3
"57674","aber","auf","keinen",3
"57675","für","die","schulden",3
"57676","höhere","zinsen","zahlen",3
"57677","sonntag","in","berlin",3
"57678","mit","kanzlerin","angela",3
"57679","auch","bekannt","dass",3
"57680","ist","ist","die",3
"57681","die","arbeit","die",3
"57682","dem","1","0-sieg",3
"57683","ich","ihr","auch",3
"57684","auf","internationaler","ebene",3
"57685","deutschlands","und","frankreichs",3
"57686","die","im","urlaub",3
"57687","uns","natürlich","sehr",3
"57688","ersten","mal","einen",3
"57689","laut","new","york",3
"57690","würde","das","ist",3
"57691","aufstand","gegen","die",3
"57692","die","kinder","denken",3
"57693","ich","bin","seit",3
"57694","er","allerdings","nicht",3
"57695","der","rat","der",3
"57696","den","stabilitäts","und",3
"57697","stabilitäts","und","wachstumspakt",3
"57698","in","den","wahlkampf",3
"57699","geht","nur","wenn",3
"57700","gegen","inter","mailand",3
"57701","um","knapp","30",3
"57702","s","p","die",3
"57703","rendite","für","zehnjährige",3
"57704","von","s","p",3
"57705","und","damit","nur",3
"57706","welch","ein","glück",3
"57707","große","gefahr","für",3
"57708","2009","hatte","die",3
"57709","auf","den","leim",3
"57710","hund","an","der",3
"57711","war","es","wichtig",3
"57712","in","diesem","und",3
"57713","der","arena","kreis",3
"57714","arena","kreis","düren",3
"57715","was","wir","von",3
"57716","acht","oder","neun",3
"57717","einer","kooperation","zwischen",3
"57718","der","bank","und",3
"57719","sollten","in","den",3
"57720","junge","und","ältere",3
"57721","bei","dem","für",3
"57722","tun","dass","die",3
"57723","über","die","notwendigen",3
"57724","milliarden","dollar","für",3
"57725","einen","monat","später",3
"57726","schon","jetzt","die",3
"57727","jetzt","kann","er",3
"57728","auf","die","menschen",3
"57729","bundeszentrale","für","gesundheitliche",3
"57730","für","gesundheitliche","aufklärung",3
"57731","dinge","die","sie",3
"57732","weg","zu","ihrem",3
"57733","training","für","den",3
"57734","um","vier","uhr",3
"57735","von","der","gewerkschaft",3
"57736","in","den","niederungen",3
"57737","bürgermeister","rudi","bertram",3
"57738","die","im","haus",3
"57739","zwei","jahren","mit",3
"57740","jahren","mit","ihrem",3
"57741","bekommen","aber","ich",3
"57742","so","im","fokus",3
"57743","nach","dem","verkaufsstart",3
"57744","des","neuen","iphone",3
"57745","neuen","iphone","4s",3
"57746","häuften","sich","die",3
"57747","erinnert","mich","sehr",3
"57748","zu","erkennen","der",3
"57749","die","besten","chancen",3
"57750","seit","langem","auf",3
"57751","er","sagt","auch",3
"57752","auch","wenn","alle",3
"57753","in","der","stichwahl",3
"57754","zu","können","der",3
"57755","ich","mir","nichts",3
"57756","milliarden","dollar","auf",3
"57757","bundestrainer","giovanni","guidetti",3
"57758","halt","auch","mal",3
"57759","am","morgen","nach",3
"57760","es","kommt","eine",3
"57761","werden","die","für",3
"57762","bei","der","bevölkerung",3
"57763","die","titel","des",3
"57764","ergebnis","vor","steuern",3
"57765","so","viele","kinder",3
"57766","einem","wert","von",3
"57767","mit","einer","nicht",3
"57768","vor","der","abreise",3
"57769","sich","trotz","des",3
"57770","von","abu","dhabi",3
"57771","japaner","hajime","hosogai",3
"57772","urteil","des","bundesverfassungsgerichts",3
"57773","sagte","am","donnerstag",3
"57774","in","dem","gebiet",3
"57775","noch","keine","konkreten",3
"57776","nur","der","letzte",3
"57777","in","einer","kurzen",3
"57778","geht","um","das",3
"57779","am","samstag","am",3
"57780","das","opfer","als",3
"57781","im","süden","die",3
"57782","schon","mal","klar",3
"57783","wie","viel","von",3
"57784","das","internet","in",3
"57785","der","staat","seine",3
"57786","der","neuen","version",3
"57787","unter","dem","vorsitz",3
"57788","eine","pikante","note",3
"57789","dann","würde","der",3
"57790","führt","dazu","dass",3
"57791","klar","ist","dass",3
"57792","in","europa","auch",3
"57793","wieder","auf","vordermann",3
"57794","dann","sagt","er",3
"57795","die","geschichte","dass",3
"57796","gar","nichts","gegen",3
"57797","nichts","gegen","eine",3
"57798","den","kurs","der",3
"57799","auch","nicht","zum",3
"57800","von","der","abteilung",3
"57801","weniger","um","die",3
"57802","sei","der","grund",3
"57803","das","du","bist",3
"57804","in","den","computer",3
"57805","man","es","bei",3
"57806","bei","seinen","eltern",3
"57807","sie","noch","auf",3
"57808","zum","vergleich","ein",3
"57809","hallo","schön","dass",3
"57810","wert","von","100",3
"57811","bis","vor","wenigen",3
"57812","im","sog","des",3
"57813","für","diese","zeitung",3
"57814","here","and","now",3
"57815","so","glaube","ich",3
"57816","sie","bereits","seit",3
"57817","seit","jahren","im",3
"57818","unter","den","kandidaten",3
"57819","nach","hinten","los",3
"57820","der","qualität","des",3
"57821","und","das","auto",3
"57822","vergangenen","woche","in",3
"57823","ein","lied","für",3
"57824","erhebliche","zweifel","an",3
"57825","die","reaktoren","in",3
"57826","das","mal","ein",3
"57827","von","papst","johannes",3
"57828","wird","und","auch",3
"57829","sie","ihr","geld",3
"57830","allein","von","der",3
"57831","können","sie","ihre",3
"57832","30","jahren","die",3
"57833","und","beteiligte","sich",3
"57834","stimme","in","der",3
"57835","wahrscheinlich","mit","dem",3
"57836","dem","druck","nicht",3
"57837","von","2013","bis",3
"57838","nicht","nutzen","können",3
"57839","weil","in","den",3
"57840","bayer","04","leverkusen",3
"57841","so","ein","analyst",3
"57842","die","spannung","zu",3
"57843","jedoch","nicht","mit",3
"57844","land","in","der",3
"57845","habe","noch","eine",3
"57846","zeitung","er","sehe",3
"57847","im","leben","ist",3
"57848","für","die","unternehmen",3
"57849","können","hieß","es",3
"57850","bis","zum","14",3
"57851","probleme","bei","der",3
"57852","bei","der","von",3
"57853","mahnmal","für","die",3
"57854","der","deutschen","bundesregierung",3
"57855","wir","nehmen","das",3
"57856","wünsche","dir","und",3
"57857","die","grünen","um",3
