"","W1","W2","W3","W4","Count"
"8307","ich","nicht","weiß","ob",3
"8308","gilt","nicht","nur","für",3
"8309","wieder","nach","hause","zu",3
"8310","ist","dass","man","sie",3
"8311","nicht","mehr","der","fall",3
"8312","da","habe","ich","die",3
"8313","so","wie","ich","sie",3
"8314","ich","liebe","solche","tage",3
"8315","hat","im","vergleich","zu",3
"8316","tag","wie","jeder","andere",3
"8317","in","die","hände","gefallen",3
"8318","das","land","wird","von",3
"8319","vor","allem","durch","die",3
"8320","sich","die","mühe","macht",3
"8321","auch","wenn","es","sich",3
"8322","habe","ich","mich","dann",3
"8323","der","bundesrepublik","deutschland","als",3
"8324","war","vor","zehn","jahren",3
"8325","kreuz","und","quer","durch",3
"8326","auf","die","straße","gegangen",3
"8327","das","alles","andere","als",3
"8328","zur","richtigen","zeit","am",3
"8329","richtigen","zeit","am","richtigen",3
"8330","zeit","am","richtigen","ort",3
"8331","ich","werde","es","nie",3
"8332","im","zweiten","halbjahr","2011",3
"8333","in","die","hände","zu",3
"8334","gibt","es","noch","den",3
"8335","ich","noch","eine","andere",3
"8336","nicht","so","gut","zu",3
"8337","zu","sehen","ist","der",3
"8338","am","montag","und","dienstag",3
"8339","für","die","arabische","welt",3
"8340","es","ist","eine","große",3
"8341","leicht","von","der","hand",3
"8342","schälen","und","fein","würfeln",3
"8343","wie","ich","mir","das",3
"8344","geht","in","eine","neue",3
"8345","von","der","hand","zu",3
"8346","der","hand","zu","weisen",3
"8347","in","den","schatten","stellen",3
"8348","sich","in","der","vergangenheit",3
"8349","stellte","ich","fest","dass",3
"8350","und","das","ist","schon",3
"8351","verhält","es","sich","auch",3
"8352","es","sich","auch","mit",3
"8353","sich","auch","mit","der",3
"8354","habe","das","gefühl","ich",3
"8355","das","habe","ich","dann",3
"8356","so","wie","dies","bei",3
"8357","wie","dies","bei","einer",3
"8358","dies","bei","einer","fettabsaugung",3
"8359","bei","einer","fettabsaugung","mit",3
"8360","einer","fettabsaugung","mit","op",3
"8361","fettabsaugung","mit","op","der",3
"8362","mit","op","der","fall",3
"8363","op","der","fall","wäre",3
"8364","je","nach","fettdepot","ausmaß",3
"8365","nach","fettdepot","ausmaß","und",3
"8366","fettdepot","ausmaß","und","umfang",3
"8367","ausmaß","und","umfang","müssen",3
"8368","und","umfang","müssen","sie",3
"8369","umfang","müssen","sie","die",3
"8370","in","einem","abstand","von",3
"8371","zwei","bis","drei","wochen",3
"8372","man","sich","auf","die",3
"8373","sich","auf","die","suche",3
"8374","ich","mich","gleich","noch",3
"8375","zu","diesem","zeitpunkt","gab",3
"8376","geld","in","die","hand",3
"8377","ich","auch","heute","noch",3
"8378","financial","times","deutschland","ftd",3
"8379","seit","ein","paar","wochen",3
"8380","es","tut","mir","so",3
"8381","erst","im","neuen","jahr",3
"8382","alles","nur","ein","traum",3
"8383","aber","das","macht","nichts",3
"8384","und","nach","einem","jahr",3
"8385","bin","ich","mit","dem",3
"8386","und","zwar","in","der",3
"8387","nicht","nur","um","die",3
"8388","um","die","anhebung","der",3
"8389","so","dass","ich","mich",3
"8390","mit","viel","liebe","und",3
"8391","ist","schon","eine","ganze",3
"8392","die","zeit","für","den",3
"8393","ich","auf","der","suche",3
"8394","ich","fühlte","mich","wie",3
"8395","sie","können","aber","auch",3
"8396","sind","aber","nicht","nur",3
"8397","und","auch","wenn","ich",3
"8398","tut","uns","leid","dass",3
"8399","uns","leid","dass","wir",3
"8400","noch","nicht","bis","zum",3
"8401","habe","ich","immer","noch",3
"8402","schon","im","nächsten","jahr",3
"8403","etwas","auf","die","beine",3
"8404","alles","auf","eine","karte",3
"8405","ich","mich","dann","auch",3
"8406","zu","den","wenigen","menschen",3
"8407","in","der","nacht","vom",3
"8408","zu","einem","anstieg","der",3
"8409","den","vereinigten","arabischen","emiraten",3
"8410","ist","nicht","zu","erwarten",3
"8411","liegt","vor","allem","an",3
"8412","unter","der","führung","von",3
"8413","millionen","dollar","pro","jahr",3
"8414","er","ist","auf","der",3
"8415","und","nicht","immer","nur",3
"8416","dass","ich","im","letzten",3
"8417","ich","sagte","ihr","dass",3
"8418","glaube","nicht","dass","er",3
"8419","in","der","türkei","und",3
"8420","weit","mehr","als","nur",3
"8421","nicht","so","recht","in",3
"8422","im","moment","bin","ich",3
"8423","zwei","oder","drei","jahren",3
"8424","schon","zum","dritten","mal",3
"8425","zwischen","zwei","und","fünf",3
"8426","den","blick","auf","die",3
"8427","noch","vor","ein","paar",3
"8428","das","empfinde","ich","als",3
"8429","finde","ich","wirklich","sehr",3
"8430","in","den","usa","der",3
"8431","die","andere","seite","des",3
"8432","tag","auf","den","anderen",3
"8433","dafür","habe","ich","in",3
"8434","als","bekannt","wurde","dass",3
"8435","bei","sich","zu","hause",3
"8436","ich","hoffe","ich","kann",3
"8437","kann","ja","auch","nicht",3
"8438","sein","gewicht","zu","reduzieren",3
"8439","aber","immer","noch","die",3
"8440","und","weise","wie","die",3
"8441","wenn","er","es","nicht",3
"8442","dann","ist","es","auch",3
"8443","dem","ein","oder","anderen",3
"8444","bin","froh","dass","ich",3
"8445","mir","dann","auch","noch",3
"8446","ich","will","nicht","zu",3
"8447","kam","es","zu","einem",3
"8448","ich","gar","nicht","erst",3
"8449","so","dass","er","sich",3
"8450","sind","auch","in","der",3
"8451","in","den","deutschen","kinos",3
"8452","auf","einer","konferenz","in",3
"8453","nicht","ganz","so","gut",3
"8454","zweiten","hälfte","des","20",3
"8455","nicht","mehr","so","leicht",3
"8456","mit","rechten","dingen","zu",3
"8457","ich","habe","noch","viele",3
"8458","dabei","geht","es","um",3
"8459","mit","dem","geld","des",3
"8460","dass","es","fast","schon",3
"8461","der","grund","warum","die",3
"8462","habe","ich","in","dieser",3
"8463","ich","in","dieser","woche",3
"8464","in","einem","interview","das",3
"8465","war","es","dann","auch",3
"8466","ein","beispiel","für","die",3
"8467","so","verwundert","es","nicht",3
"8468","in","vorbereitung","auf","die",3
"8469","wenn","es","etwas","gibt",3
"8470","man","sich","gar","nicht",3
"8471","in","meinem","leben","und",3
"8472","nicht","zu","vergleichen","mit",3
"8473","auf","der","basis","einer",3
"8474","wie","im","letzten","jahr",3
"8475","trotzdem","habe","ich","es",3
"8476","nicht","nur","weil","sie",3
"8477","es","in","den","usa",3
"8478","und","ich","denke","dass",3
"8479","und","es","gibt","noch",3
"8480","dann","zum","ersten","mal",3
"8481","auch","wenn","es","ein",3
"8482","bis","zum","jahr","2050",3
"8483","für","die","sich","die",3
"8484","in","diesem","fall","das",3
"8485","verluste","in","höhe","von",3
"8486","das","geht","aus","einem",3
"8487","die","sie","in","den",3
"8488","tun","und","lassen","was",3
"8489","auf","einer","einsamen","insel",3
"8490","für","jeden","etwas","dabei",3
"8491","mit","dem","was","ich",3
"8492","zu","haben","und","das",3
"8493","auf","die","zeit","nach",3
"8494","der","zweite","teil","der",3
"8495","dass","man","so","eine",3
"8496","auf","die","tagesordnung","gesetzt",3
"8497","zur","teilnahme","an","der",3
"8498","bekannt","gegeben","dass","sie",3
"8499","danach","waren","wir","noch",3
"8500","der","tatsache","dass","die",3
"8501","auf","das","niveau","der",3
"8502","durch","den","verkauf","von",3
"8503","und","dann","noch","einmal",3
"8504","sich","dabei","um","einen",3
"8505","habt","alle","ein","schönes",3
"8506","es","sich","hier","um",3
"8507","nicht","der","fall","ist",3
"8508","noch","eine","weile","dauern",3
"8509","ist","dabei","nicht","zu",3
"8510","wenn","er","in","der",3
"8511","mit","einem","scharfen","messer",3
"8512","an","dieser","stelle","die",3
"8513","an","der","grenze","zwischen",3
"8514","ich","denke","da","an",3
"8515","allerdings","erreicht","man","nur",3
"8516","die","umwandlung","von","fettgewebe",3
"8517","umwandlung","von","fettgewebe","in",3
"8518","wird","mit","der","carvitation",3
"8519","mit","der","carvitation","nicht",3
"8520","mich","wie","ein","schneekönig",3
"8521","der","art","und","weise",3
"8522","und","weise","wie","der",3
"8523","vor","allem","wenn","ich",3
"8524","die","tatsache","dass","wir",3
"8525","ich","glaube","es","war",3
"8526","es","auch","gut","so",3
"8527","und","auch","in","zukunft",3
"8528","ich","mich","noch","erinnern",3
"8529","dass","er","mit","seiner",3
"8530","er","mit","seiner","frau",3
"8531","bleibt","nur","zu","hoffen",3
"8532","bei","weitem","nicht","die",3
"8533","sind","in","der","regel",3
"8534","um","ein","beispiel","zu",3
"8535","ein","beispiel","zu","nennen",3
"8536","für","die","opfer","des",3
"8537","aber","was","heißt","das",3
"8538","dass","die","ezb","die",3
"8539","nicht","nur","dass","die",3
"8540","ist","dass","nicht","nur",3
"8541","ich","habe","eine","neue",3
"8542","habe","ich","mir","dann",3
"8543","eine","debatte","über","die",3
"8544","von","11","bis","22",3
"8545","im","laufe","der","saison",3
"8546","11","bis","22","uhr",3
"8547","ist","aus","der","sicht",3
"8548","hatte","sie","in","einem",3
"8549","sehr","gut","gefallen","und",3
"8550","und","das","ist","doch",3
"8551","mit","der","frage","beschäftigen",3
"8552","ohne","ein","weiteres","wort",3
"8553","ein","halbes","jahr","in",3
"8554","da","ist","zum","einen",3
"8555","schüssel","geben","und","mit",3
"8556","werden","auf","diese","weise",3
"8557","schon","seit","längerer","zeit",3
"8558","nicht","nur","dass","sie",3
"8559","und","das","habe","ich",3
"8560","es","ist","eins","der",3
"8561","bei","der","frage","ob",3
"8562","auch","wenn","es","nicht",3
"8563","schon","am","nächsten","tag",3
"8564","in","der","stadt","zu",3
"8565","tränen","in","die","augen",3
"8566","wir","uns","auch","für",3
"8567","und","nicht","so","sehr",3
"8568","als","in","anderen","ländern",3
"8569","nicht","mehr","möglich","sein",3
"8570","war","ich","dann","auch",3
"8571","ich","bin","der","meinung",3
"8572","sie","auf","keinen","fall",3
"8573","ist","weiß","ich","nicht",3
"8574","gemeinsam","mit","den","anderen",3
"8575","dann","auch","noch","einmal",3
"8576","muss","man","sich","schon",3
"8577","das","einzige","was","in",3
"8578","nicht","mehr","als","zwei",3
"8579","es","geht","nicht","nur",3
"8580","auch","wenn","sie","in",3
"8581","es","geht","um","das",3
"8582","das","war","nicht","das",3
"8583","am","samstag","und","sonntag",3
"8584","in","einem","bruchteil","der",3
"8585","einem","bruchteil","der","zeit",3
"8586","bruchteil","der","zeit","die",3
"8587","habe","ich","mich","gefreut",3
"8588","in","den","händen","zu",3
"8589","den","händen","zu","halten",3
"8590","das","gebot","der","stunde",3
"8591","war","habe","ich","es",3
"8592","in","dieser","woche","das",3
"8593","für","die","banken","und",3
"8594","ersten","mal","seit","dem",3
"8595","hat","und","immer","noch",3
"8596","so","wie","man","es",3
"8597","sich","nicht","so","leicht",3
"8598","und","sie","hat","sich",3
"8599","ich","will","mich","nicht",3
"8600","viel","mehr","an","der",3
"8601","so","viele","menschen","auf",3
"8602","der","ansonsten","viel","zeit",3
"8603","ansonsten","viel","zeit","und",3
"8604","für","den","nächsten","tag",3
"8605","nicht","so","viel","wie",3
"8606","als","auch","für","die",3
"8607","vor","einem","jahr","noch",3
"8608","die","kinder","nicht","nur",3
"8609","zum","schluss","möchte","ich",3
"8610","auf","der","strecke","bleiben",3
"8611","war","es","so","weit",3
"8612","der","neue","präsident","der",3
"8613","neue","präsident","der","europäischen",3
"8614","und","vor","allem","das",3
"8615","am","sonntag","in","der",3
"8616","zur","verfügung","gestellt","und",3
"8617","das","nicht","nur","weil",3
"8618","den","vergangenen","jahren","mit",3
"8619","er","nur","ein","wenig",3
"8620","und","ein","paar","andere",3
"8621","um","eine","frau","die",3
"8622","noch","einmal","in","die",3
"8623","zur","verfügung","gestellt","hat",3
"8624","auf","diese","art","und",3
"8625","diese","art","und","weise",3
"8626","aber","auch","wenn","man",3
"8627","habe","ich","es","nicht",3
"8628","es","nur","eine","frage",3
"8629","frage","der","zeit","ist",3
"8630","wie","geht","es","mit",3
"8631","immer","noch","besser","als",3
"8632","der","einstieg","in","die",3
"8633","von","anfang","an","eine",3
"8634","allen","ecken","und","enden",3
"8635","in","deutschland","ist","die",3
"8636","natürlich","ist","das","nicht",3
"8637","wettlauf","gegen","die","zeit",3
"8638","das","liegt","zum","einen",3
"8639","zu","beginn","des","20",3
"8640","beginn","des","20","jahrhunderts",3
"8641","auf","den","weg","geben",3
"8642","aber","ich","weiß","dass",3
"8643","es","dazu","kommen","dass",3
"8644","genauer","unter","die","lupe",3
"8645","einen","überblick","über","die",3
"8646","nicht","nur","von","der",3
"8647","es","gibt","in","deutschland",3
"8648","der","bundesdatenschutzbeauftragte","peter","schaar",3
"8649","im","hinblick","auf","das",3
"8650","es","ist","ein","sehr",3
"8651","vor","und","während","der",3
"8652","die","meisten","von","uns",3
"8653","dass","sie","mit","einer",3
"8654","in","der","regel","nur",3
"8655","und","erst","recht","nicht",3
"8656","das","interesse","an","der",3
"8657","mehr","zeit","für","die",3
"8658","und","in","der","anderen",3
"8659","für","sicherheit","in","der",3
"8660","sicherheit","in","der","informationstechnik",3
"8661","in","der","informationstechnik","bsi",3
"8662","und","so","kommt","es",3
"8663","sie","sich","für","den",3
"8664","bin","ich","fündig","geworden",3
"8665","in","diesem","fall","der",3
"8666","wieder","mit","von","der",3
"8667","verteidigungsminister","karl-theodor","zu","guttenberg",3
"8668","karl-theodor","zu","guttenberg","csu",3
"8669","bis","zum","heutigen","tag",3
"8670","an","der","entwicklung","von",3
"8671","aus","dem","sumpf","zu",3
"8672","wir","uns","mit","der",3
"8673","nicht","so","groß","ist",3
"8674","von","15","bis","20",3
"8675","das","ist","auch","der",3
"8676","und","der","hat","es",3
"8677","könnte","es","sein","dass",3
"8678","an","dieser","stelle","kann",3
"8679","doch","es","sind","nicht",3
"8680","dass","er","aus","dem",3
"8681","diese","elektroden","bewirken","durch",3
"8682","elektroden","bewirken","durch","kontraktion",3
"8683","bewirken","durch","kontraktion","die",3
"8684","nicht","auf","kosten","der",3
"8685","für","die","leitung","des",3
"8686","zu","tun","vor","allem",3
"8687","das","ist","für","die",3
"8688","ich","kann","nur","hoffen",3
"8689","warum","das","so","ist",3
"8690","ist","es","nicht","die",3
"8691","ist","es","möglich","die",3
"8692","und","hin","und","wieder",3
"8693","aber","auch","bei","der",3
"8694","in","die","reihe","der",3
"8695","alles","tun","um","die",3
"8696","habe","ich","mich","nicht",3
"8697","ein","teil","von","mir",3
"8698","für","die","rechte","der",3
"8699","es","zeigt","sich","dass",3
"8700","in","deutschland","liegt","der",3
"8701","etwas","mehr","als","einem",3
"8702","mit","dem","in","der",3
"8703","warum","es","sich","lohnt",3
"8704","hier","auf","dem","blog",3
"8705","blatt","vor","den","mund",3
"8706","gegen","das","eigene","volk",3
"8707","dass","ich","das","buch",3
"8708","zu","geben","was","er",3
"8709","keine","anhaltspunkte","für","eine",3
"8710","stark","zu","ihm","hingezogen",3
"8711","nicht","mehr","auf","die",3
"8712","und","das","kann","sie",3
"8713","aber","immerhin","gibt","es",3
"8714","es","noch","einen","kleinen",3
"8715","man","sich","mit","dem",3
"8716","zeit","in","der","sie",3
"8717","und","am","nächsten","morgen",3
"8718","war","über","weite","strecken",3
"8719","vor","allem","gegen","die",3
"8720","damit","sie","nicht","mehr",3
"8721","mehr","aus","der","hand",3
"8722","eine","abkehr","von","der",3
"8723","dass","vor","allem","die",3
"8724","wie","schon","beim","ersten",3
"8725","das","ist","die","wahre",3
"8726","menschen","auf","der","straße",3
"8727","auf","die","bühne","bringt",3
"8728","es","so","etwas","überhaupt",3
"8729","und","das","alles","zu",3
"8730","um","21","prozent","auf",3
"8731","haben","die","schüler","der",3
"8732","weisen","darauf","hin","dass",3
"8733","darauf","hin","dass","dies",3
"8734","in","verbindung","mit","einem",3
"8735","jetzt","nicht","so","ein",3
"8736","ins","visier","genommen","und",3
"8737","es","sich","nicht","leisten",3
"8738","hat","sich","auch","die",3
"8739","in","der","eigenen","partei",3
"8740","natürlich","habe","ich","auch",3
"8741","eine","koalition","mit","der",3
"8742","in","den","vergangenen","15",3
"8743","einen","schuldenschnitt","für","griechenland",3
