"","W1","W2","Count"
"89128","grad","eben",3
"89129","theater","ist",3
"89130","wann","gehen",3
"89131","in","schnee",3
"89132","mehr","weh",3
"89133","gleich","morgen",3
"89134","bitter","aber",3
"89135","das","geschirr",3
"89136","einen","mitschnitt",3
"89137","in","bs",3
"89138","immer","mindestens",3
"89139","von","stromberg",3
"89140","vielleicht","sehen",3
"89141","cdu","war",3
"89142","natürlich","aber",3
"89143","alter","bin",3
"89144","schon","muss",3
"89145","man","guten",3
"89146","fast","11",3
"89147","eher","mehr",3
"89148","premiere","für",3
"89149","die","null",3
"89150","jetzt","japan",3
"89151","zweite","satz",3
"89152","dachte","hier",3
"89153","bieber","in",3
"89154","das","gefunden",3
"89155","ist","abgesagt",3
"89156","es","n",3
"89157","den","eimer",3
"89158","meine","cousine",3
"89159","einen","ab",3
"89160","dringend","für",3
"89161","ausgerechnet","am",3
"89162","nahe","aber",3
"89163","da","kaufen",3
"89164","meiner","todo",3
"89165","vorerst","nur",3
"89166","spannende","vorträge",3
"89167","freitag","ins",3
"89168","legt","auf",3
"89169","euch","bereit",3
"89170","des","brian",3
"89171","did","you",3
"89172","die","nimmt",3
"89173","gemacht","nur",3
"89174","raus","will",3
"89175","mit","einfach",3
"89176","rest","nicht",3
"89177","zurück","mein",3
"89178","so","wichtiger",3
"89179","in","gera",3
"89180","bislang","etwa",3
"89181","entwicklung","auch",3
"89182","dann","vorbei",3
"89183","wir","veröffentlichen",3
"89184","15.00","uhr",3
"89185","endlich","meinen",3
"89186","nur","innerhalb",3
"89187","kannst","da",3
"89188","dabei","is",3
"89189","zurück","gehen",3
"89190","innerlich","schon",3
"89191","neuen","gewand",3
"89192","nicht","meinem",3
"89193","sozial","ist",3
"89194","zug","richtung",3
"89195","langsam","komme",3
"89196","wär","schön",3
"89197","wenn","eltern",3
"89198","kindheit","auf",3
"89199","mein","wohnzimmer",3
"89200","frischen","wind",3
"89201","jedes","foto",3
"89202","club","oder",3
"89203","und","beobachten",3
"89204","noch","unschlüssig",3
"89205","vorsitz","der",3
"89206","ich","öfter",3
"89207","raus","gehen",3
"89208","ding","ja",3
"89209","ne","kombi",3
"89210","sein","schönes",3
"89211","wochenende","allerseits",3
"89212","benjamin","blümchen",3
"89213","einem","sprint",3
"89214","bedeutung","gewonnen",3
"89215","man","mehrere",3
"89216","hallo","alle",3
"89217","können","beim",3
"89218","internet","wie",3
"89219","warum","fährt",3
"89220","meine","halbe",3
"89221","auswendig","lernen",3
"89222","angebot","am",3
"89223","und","fressen",3
"89224","freuden","und",3
"89225","den","9",3
"89226","sehr","freundlich",3
"89227","toll","3",3
"89228","aber","ok",3
"89229","wäre","klasse",3
"89230","city","oder",3
"89231","passt","was",3
"89232","sieht","immer",3
"89233","mich","schlecht",3
"89234","der","verwirklichung",3
"89235","der","ziele",3
"89236","wat","ein",3
"89237","age","of",3
"89238","arbeit","kommt",3
"89239","auffällig","dass",3
"89240","mittel","sind",3
"89241","sichtbar","gemacht",3
"89242","#rtl","hat",3
"89243","darf","nun",3
"89244","die","minibar",3
"89245","und","download",3
"89246","dort","keinen",3
"89247","gern","nur",3
"89248","bett","schon",3
"89249","zwei","kindern",3
"89250","#ff","kann",3
"89251","etwas","zur",3
"89252","ein","c",3
"89253","ist","hell",3
"89254","junge","auf",3
"89255","halb","11",3
"89256","pro","qm",3
"89257","einzelne","personen",3
"89258","und","kochen",3
"89259","dann","warst",3
"89260","nicht","sorry",3
"89261","ein","merkwürdiger",3
"89262","eurem","blog",3
"89263","weder","bei",3
"89264","als","mp3",3
"89265","web","über",3
"89266","stimmt","wenn",3
"89267","kontakt","und",3
"89268","als","einstieg",3
"89269","hannover","im",3
"89270","der","bdk",3
"89271","dass","jene",3
"89272","echt","nichts",3
"89273","äh","nein",3
"89274","bitte","beachten",3
"89275","haha","jetzt",3
"89276","die","transparenz",3
"89277","einstellen","kann",3
"89278","unglück","in",3
"89279","genauso","d",3
"89280","große","glück",3
"89281","neuen","roman",3
"89282","lieben","sich",3
"89283","keine","anzeige",3
"89284","dem","chili",3
"89285","mit","spaß",3
"89286","zum","erlebnis",3
"89287","seite","down",3
"89288","geheimtipp","für",3
"89289","es","dank",3
"89290","sollten","dem",3
"89291","tl","und",3
"89292","nie","schaden",3
"89293","zeit","einfach",3
"89294","auch","mächtig",3
"89295","v","helgah",3
"89296","und","abwarten",3
"89297","seite","1",3
"89298","noch","eure",3
"89299","macht","kein",3
"89300","die","antifa",3
"89301","wir","schließen",3
"89302","für","nach",3
"89303","ich","nervös",3
"89304","erste","anzeichen",3
"89305","persönlich","werden",3
"89306","dürfen","der",3
"89307","relevant","ist",3
"89308","da","anderer",3
"89309","gott","war",3
"89310","dass","2011",3
"89311","ehrlich","was",3
"89312","update","nicht",3
"89313","verstehe","gar",3
"89314","grüße","vom",3
"89315","und","neugier",3
"89316","bilder","vor",3
"89317","sein","jetzt",3
"89318","ich","installier",3
"89319","ehren","aber",3
"89320","im","#urlaub",3
"89321","dirk","und",3
"89322","ähnlich","aber",3
"89323","gib","dir",3
"89324","unterschied","macht",3
"89325","so","brav",3
"89326","besten","per",3
"89327","habt","mich",3
"89328","rhein","in",3
"89329","ps3","version",3
"89330","meld","ich",3
"89331","jetzt","geben",3
"89332","unterhalten","es",3
"89333","99","der",3
"89334","aber","waren",3
"89335","erklärung","ab",3
"89336","mit","pc",3
"89337","gerade","erleben",3
"89338","zumindest","war",3
"89339","vermisse","mein",3
"89340","auch","fünf",3
"89341","rt","the",3
"89342","tagung","in",3
"89343","was","deine",3
"89344","klappte","es",3
"89345","identifizieren","kann",3
"89346","der","alemannia",3
"89347","nase","zu",3
"89348","noch","angeschlagen",3
"89349","rt","manche",3
"89350","manche","werden",3
"89351","der","charme",3
"89352","märz","mit",3
"89353","keiner","redet",3
"89354","im","stadium",3
"89355","normalerweise","sind",3
"89356","behandlung","und",3
"89357","eigenen","mitarbeiter",3
"89358","die","pflaume",3
"89359","karl","theodor",3
"89360","maria","nikolaus",3
"89361","wird","klasse",3
"89362","entspannt","ist",3
"89363","was","empfehlen",3
"89364","beim","online",3
"89365","bin","dein",3
"89366","radio","hören",3
"89367","liest","zu",3
"89368","zu","überspringen",3
"89369","zu","spenden",3
"89370","gehört","jeder",3
"89371","jahr","was",3
"89372","erlaubt","das",3
"89373","don't","miss",3
"89374","weihnachtsmarkt","in",3
"89375","den","karten",3
"89376","contest","in",3
"89377","festgestellt","und",3
"89378","nicht","probiert",3
"89379","probiert","es",3
"89380","zukunft","werden",3
"89381","gesichert","das",3
"89382","am","schlafen",3
"89383","von","schiller",3
"89384","grüße","in",3
"89385","ich","respektiere",3
"89386","eisen","im",3
"89387","bei","tweets",3
"89388","endlich","am",3
"89389","schafft","ihr",3
"89390","madame","tussauds",3
"89391","a","sagt",3
"89392","auch","b",3
"89393","mitten","durch",3
"89394","falsch","war",3
"89395","morgen","startet",3
"89396","don't","feed",3
"89397","04","am",3
"89398","mi","und",3
"89399","lieb","danke",3
"89400","inhalte","sind",3
"89401","s","noch",3
"89402","woche","findet",3
"89403","artikel","schreiben",3
"89404","o","wer",3
"89405","woche","kommen",3
"89406","träume","nicht",3
"89407","jemals","eine",3
"89408","ähnelt","der",3
"89409","der","singenden",3
"89410","wieder","sauber",3
"89411","und","geb",3
"89412","kühlschrank","ist",3
"89413","netz","hat",3
"89414","viel","wird",3
"89415","in","#afghanistan",3
"89416","und","radio",3
"89417","beim","kacken",3
"89418","gott","warum",3
"89419","in","sibirien",3
"89420","wohl","vergessen",3
"89421","schatten","auf",3
"89422","den","radweg",3
"89423","wird","aktuell",3
"89424","selten","gut",3
"89425","den","hammer",3
"89426","zum","supermarkt",3
"89427","nen","paar",3
"89428","keine","haben",3
"89429","umringt","von",3
"89430","so","5",3
"89431","da","folge",3
"89432","euch","gleich",3
"89433","stell","die",3
"89434","übrigens","es",3
"89435","gegen","#s21",3
"89436","heute","vortrag",3
"89437","so","twittern",3
"89438","den","bahnen",3
"89439","stehen","so",3
"89440","beschwerden","von",3
"89441","nicht","mobil",3
"89442","es","deswegen",3
"89443","habe","irgendwie",3
"89444","verpasst","wo",3
"89445","gute","nach",3
"89446","alle","vorbei",3
"89447","vater","zu",3
"89448","zu","liebe",3
"89449","getroffen","wie",3
"89450","als","inspiration",3
"89451","guttenbergwochen","bei",3
"89452","tweet","eines",3
"89453","war","unsere",3
"89454","freundes","kopieren",3
"89455","große","anfrage",3
"89456","veröffentlichen","ohne",3
"89457","ohne","quellenangaben",3
"89458","wir","verlegen",3
"89459","unverhofft","kommt",3
"89460","besuchen","kommt",3
"89461","aber","unten",3
"89462","aber","eure",3
"89463","progress","in",3
"89464","döner","essen",3
"89465","twitter","total",3
"89466","drauf","kommen",3
"89467","erst","ne",3
"89468","meinem","profil",3
"89469","schon","kommentiert",3
"89470","diese","version",3
"89471","ne","ausnahme",3
"89472","fotografierst","du",3
"89473","unbedingt","folgen",3
"89474","folgen","er",3
"89475","vielen","nicht",3
"89476","der","korrektur",3
"89477","hölle","die",3
"89478","die","messung",3
"89479","um","18.45",3
"89480","uhr","nachgeholt",3
"89481","just","an",3
"89482","deutschland","sollte",3
"89483","richtig","mitbekommen",3
"89484","mitbekommen","habe",3
"89485","brechen","aber",3
"89486","das","mindeste",3
"89487","ein","follower",3
"89488","ich","ach",3
"89489","übers","knie",3
"89490","musste","mit",3
"89491","vorlieb","nehmen",3
"89492","gratuliere","zur",3
"89493","da","mache",3
"89494","aktuell","keine",3
"89495","schließlich","einen",3
"89496","deiner","eigenen",3
"89497","arbeit","auch",3
"89498","und","geil",3
"89499","to","change",3
"89500","vorm","pc",3
"89501","hier","liest",3
"89502","real","in",3
"89503","frauen","kennen",3
"89504","einen","aufkleber",3
"89505","nicht","sowas",3
"89506","sein","ende",3
"89507","laptop","der",3
"89508","schnell","jetzt",3
"89509","woche","warten",3
"89510","freitag","gibt's",3
"89511","gelungener","abend",3
"89512","folg","mir",3
"89513","bitte","sonst",3
"89514","erfassung","von",3
"89515","hätte","mehr",3
"89516","vor","60",3
"89517","stein","der",3
"89518","hach","3",3
"89519","2011","wer",3
"89520","märz","eine",3
"89521","schlafen","gegangen",3
"89522","auf","eurosport",3
"89523","wollen","kann",3
"89524","gemacht","weil",3
"89525","respekt","ich",3
"89526","schlagen","wenn",3
"89527","paar","plätze",3
"89528","grund","wäre",3
"89529","dein","feedback",3
"89530","was","taugt",3
"89531","feine","unterschied",3
"89532","sie","jedenfalls",3
"89533","ja","einiges",3
"89534","tut","mit",3
"89535","nette","sache",3
"89536","vertreten","zu",3
"89537","noch","rt",3
"89538","die","norddeutsche",3
"89539","februar","ist",3
"89540","viele","follower",3
"89541","beißt","sich",3
"89542","groß","von",3
"89543","sei's","drum",3
"89544","der","vorbereitungen",3
"89545","dabei","ab",3
"89546","zur","sitzung",3
"89547","hinweis","von",3
"89548","zwischen","stadt",3
"89549","der","empfang",3
"89550","wie","kalt",3
"89551","die","abwicklung",3
"89552","eurer","meinung",3
"89553","und","trink",3
"89554","noch","google",3
"89555","lessons","learned",3
"89556","abgeschlossen","jetzt",3
"89557","wir","richten",3
"89558","ab","50",3
"89559","und","statisten",3
"89560","einen","klassischen",3
"89561","ja","nett",3
"89562","einfach","schneller",3
"89563","versucht","ihr",3
"89564","nun","richtig",3
"89565","beeindruckend","und",3
"89566","danach","dass",3
"89567","zur","echtzeit",3
"89568","echtzeit","köln",3
"89569","die","sicherlich",3
"89570","sicherlich","viele",3
"89571","vorhaben","ist",3
"89572","euch","sicher",3
"89573","wir","grüßen",3
"89574","gerade","total",3
"89575","mit","hut",3
"89576","ich","bitten",3
"89577","bitten","darf",3
"89578","der","zugverkehr",3
"89579","die","schaffen",3
"89580","ungelesene","mails",3
"89581","normaler","tag",3
"89582","alleine","wir",3
"89583","angesetzt","und",3
"89584","weiss","das",3
"89585","die","externe",3
"89586","bestellt","mit",3
"89587","das","backup",3
"89588","letzte","zug",3
"89589","eher","weil",3
"89590","man","statt",3
"89591","ich","schwör",3
"89592","über","auf",3
"89593","he","is",3
"89594","das","lenkt",3
"89595","schön","sagt",3
"89596","offen","was",3
"89597","donnerstag","abend",3
"89598","am","schönen",3
"89599","neue","mitbewohnerin",3
"89600","zu","lindern",3
"89601","weil","gerade",3
"89602","entlasten","und",3
"89603","schon","ma",3
"89604","folgen","ist",3
"89605","einige","haben",3
"89606","haben","s",3
"89607","bin","dort",3
"89608","das","sichere",3
"89609","dann","nehm",3
"89610","aufmerksam","werden",3
"89611","die","kicker",3
"89612","öfter","in",3
"89613","in","tränen",3
"89614","schon","scheiße",3
"89615","an","früher",3
"89616","handy","noch",3
"89617","da","guckt",3
"89618","alles","weiß",3
"89619","gelangweilt","und",3
"89620","erwische","der",3
"89621","so","bescheuert",3
"89622","passt","gerade",3
"89623","modell","ist",3
"89624","film","an",3
"89625","37","der",3
"89626","so","ist's",3
"89627","und","normal",3
"89628","morgens","kurz",3
"89629","der","mob",3
"89630","csu","zu",3
"89631","im","endspurt",3
"89632","flyer","und",3
"89633","hersteller","wollen",3
"89634","wollen","würde",3
"89635","später","zur",3
"89636","doch","cool",3
"89637","mal","statt",3
"89638","damit","viel",3
"89639","fall","gelohnt",3
"89640","ist","böse",3
"89641","ahnung","habe",3
"89642","mag","vor",3
"89643","namen","oder",3
"89644","verstanden","haben",3
"89645","rts","und",3
"89646","gute","infos",3
"89647","sie","1",3
"89648","ecke","ist",3
"89649","um","19uhr",3
"89650","morgen","wach",3
"89651","schlecht","ab",3
"89652","heulen","wie",3
"89653","schön","morgen",3
"89654","diesmal","wieder",3
"89655","stunden","pause",3
"89656","daher","keine",3
"89657","sitze","heute",3
"89658","hand","nicht",3
"89659","verbrechen","ist",3
"89660","schottland","und",3
"89661","36","und",3
"89662","zwei","fragen",3
"89663","richtige","wetter",3
"89664","wetter","um",3
"89665","nicht","vorher",3
"89666","musste","gestern",3
"89667","alter","wird",3
"89668","der","twittert",3
"89669","wir","künftig",3
"89670","sie","tot",3
"89671","und","hilf",3
"89672","aber","zusammen",3
"89673","botschaft","zu",3
"89674","universum","in",3
"89675","böse","absicht",3
"89676","sie","wiederholt",3
"89677","voll","drauf",3
"89678","komm","nich",3
"89679","betet","für",3
"89680","weisheit","der",3
"89681","taliban","die",3
"89682","schlafen","aufstehen",3
"89683","sucht","mal",3
"89684","alles","kompliziert",3
"89685","zwei","grad",3
"89686","grad","ich",3
"89687","sich","beeilen",3
"89688","wunderbar","dass",3
"89689","vom","zug",3
"89690","#westerwelle","gibt",3
"89691","halle","saale",3
"89692","klingt","alles",3
"89693","zurückgegangen","ist",3
"89694","mir","10",3
"89695","wie","eben",3
"89696","let's","play",3
"89697","haben","entschieden",3
"89698","entschieden","das",3
"89699","für","vor",3
"89700","2010","beim",3
"89701","award","in",3
"89702","kategorie","der",3
"89703","fragen","ich",3
"89704","der","spd-landtagsfraktion",3
"89705","probier","das",3
"89706","was","erwartest",3
"89707","schöner","wäre",3
"89708","handwerker","mal",3
"89709","in","m",3
"89710","gottseidank","nur",3
"89711","mathe","ist",3
"89712","nen","tollen",3
"89713","aber","2",3
"89714","der","verlage",3
"89715","produkten","auf",3
"89716","im","psn",3
"89717","ist","5",3
"89718","erfülle","ich",3
"89719","zu","verlaufen",3
"89720","session","von",3
"89721","man","schonmal",3
"89722","kann","dort",3
"89723","bekommt","wieder",3
"89724","mercedes","und",3
"89725","mist","kann",3
"89726","heute","3",3
"89727","diese","meldung",3
"89728","aber","braucht",3
"89729","düsseldorfer","flughafen",3
"89730","neun","tage",3
"89731","black","metal",3
"89732","und","mobile",3
"89733","unnützes","wissen",3
"89734","flaschen","auf",3
"89735","füße","in",3
"89736","ja","vorhin",3
"89737","glück","gibts",3
"89738","gibts","ne",3
"89739","vertrag","unterschrieben",3
"89740","heimlich","auf",3
"89741","so","allgemein",3
"89742","katze","zu",3
"89743","dieser","szene",3
"89744","szene","aus",3
"89745","freunde","oder",3
"89746","was","viel",3
"89747","tages","ich",3
"89748","gefragt","aber",3
"89749","noch","wochenende",3
"89750","wochenende","besser",3
"89751","gehts","schon",3
"89752","na","wegen",3
"89753","schnittchen","und",3
"89754","darüber","wo",3
"89755","drück","euch",3
"89756","euch","beide",3
"89757","die","#bild",3
"89758","thema","schon",3
"89759","und","besucht",3
"89760","gebaut","das",3
"89761","#verkehr","frankfurt",3
"89762","mittel","oder",3
"89763","zaubert","der",3
"89764","a3","zwischen",3
"89765","ein","defekter",3
"89766","angekommen","im",3
"89767","wieder","mittwoch",3
